RES_ID,RESPONSE,LABEL
TRB268,"karena,mereka ingin ada produk pakaian yang lebih beretika.",1
TRB269,karena pembeli ingin menyejahterakan para pekerja dan melindungi lingkungan dari polusi,1
TRB270,karena dengan menyumbangkannya dapat membantu untuk upaya produksi pakaian menjadi lebih beretika,1
TRB271,karena menyumbang mendapatkan amal ibadah,1
TRB272,karena baju lama bisa digunakan kembali tidak harus dibuang ke tempat sampah kita bisa memberikan kepada orang yang tidak mampu,0
TRB273,karena lebih mudah,0
TRB274,karena orang yang diluar sana banyak membutuhkan sumbangan,1
TRB275,"gar pakaian yang sudah tidak terpakai tidak hanya dibuang, tetapi masih bisa dimaanfaatkan untuk dipakai orang lain",0
TRB276,Agar pakaian yang kita pakai semua beretika dan nyaman dipakai,1
TRB277,karena menyumbang lebih bermanfaat untuk para perkerja di pabrik pakaian .,1
TRB278,agar upaya untuk membuat produksi pakaian menjadi lebih beretika.,1
TRB279,Karena Untuk Membantu masyarakat yang membutuhkan,1
TRB280,karena mereka lebih memilih pakaian yang beretika,0
TRB281,Karena menyuban lebih baik daripada berlebihan untuk mebeli pakaian yang terlalu banyak .,0
TRB282,"karena kondisi kerja yang dialami para pekerja sangat lah tidak layak, jadi sebagian orang berpikir lebih baik untuk menyumbangkan uang tersebut",1
TRB283,Mengurangi sampah lingkungan dan polusi,0
TRB284,agar para pekerja tersebut atau pabrik tersebut bisa membuat pakaian yang lebih beretika dalam jumlah yang banyak,1
TRB285,"Alia sedang mengerjakan sebuah laporan tentang isu etika terkait produksi dan konsumsi pakaian. Dalam penelitiannya, dia menemukan informasi di blog tentang “Fast Fashion” (Fashion Jangka Pendek): Fast Fashion adalah produksi pakaian untuk memenuhi tren fashion yang cepat berubah. Pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru. Fast Fashion artinya semakin banyak pakaian yang harus diproduksi setiap tahun dan pakaian-pakaian tersebut harus murah. Produksi ini sering menyebabkan kondisi kerja yang tidak baik dan dampak negatif yang lebih besar terhadap lingkungan. Pakaian awet adalah alternatif terhadap Fast Fashion. Pakaian awet lebih mahal biaya produksi dan harga belinya, tetapi karena pakaian itu dibuat untuk bertahan lebih lama, maka yang dibuat pun menjadi lebih sedikit. Kita sebagai konsumen harus menolak tren Fast Fashion dan membeli pakaian yang lebih awet dan dibuat sesuai etika. Alia juga menemukan bahwa produksi pakaian yang beretika harus mengikuti tiga prinsip penting: Prinsip Produksi Pakaian yang Beretika Memastikan bahwa pekerja mendapatkan upah layak dan kondisi kerja yang baik; Mengurangi sampah lingkungan dan polusi; Mengurangi penggunaan air.",0
TRB286,karena menyumbang sama saja seprti beramal dan bisa juga membantu saudara kita yang kesusahan,1
TRB287,karna untuk membeli pakaian,0
TRB288,karena pekerjaan nya tidak beretika dan lebih milih menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1
TRB289,karena orang menghargai upaya pekerja untuk membuat pakaian tersebut,1
TRB290,Karena itulah salah satu dari amal,1
TRB291,karna dengan menyumbang nya kita bisa mendapatkan kembali barang yang lebih,0
TRB292,Rasa empati akan kondisi produksi tempat tersebut.,1
TRB293,karna menyumbang itu adalah hal positif dan mendapatkan amal ibadah,0
TRB294,dikarenakan,0
TRB295,karna meraka libih memilih pakaian yg beretika. tentang kondisi kerja disebuah pabrik pakaian,1
TRB296,"karena mungkin menurut mereka, sesuai dengan harga dan kaus yang ia terima",1
TRB297,karena di sumbangkan mendapat pahala di bandingkan di buang,0
TRB298,"karena,dari pada membeli kaus putih seharga 2 Euro",0
TRB299,karana menyumbang bisa membuat orang lain senang dan memdapatkan pahala,1
TRB300,karena supaya pabrik kaus tersebut menjadi lebih bagus dan membuat produksi pakaian menjadi lebih beretika.,1
TRB301,"Karena,sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000).",0
TRB302,Mereka melihat kondisi pekerja di pabrik pakaian yang mengesankan dan kurang baik. Sehingga mereka lebih memilih untuk menyumbangkan uangnya untuk membuat produksi pakaian lebih beretika dibanding dengan membelinya yang akan malah membuat tanda setuju atau apresiasi dengan kondisi pekerja saat ini.,1
TRB303,karena yang disumbangkan adalah pakaian yang sudah tak terpakai,0
TRB304,karena lebih baik tangan diatas daripada tangan dibawah,0
TRB305,karena menyumbangkan 2 Euro tersebut sebagai upayauntuk membuat produksi,0
